user,item,cnt,daytime,weekday,isweekend,homework,cost,weather,country,city
136,200,6,morning,friday,workday,unknown,free,unknown,unknown,0
255,192,2,morning,saturday,weekend,unknown,paid,unknown,unknown,0
656,16,6,evening,tuesday,workday,unknown,free,cloudy,Ecuador,355
68,21,2,afternoon,wednesday,workday,unknown,free,sunny,Israel,454
297,407,1,afternoon,tuesday,workday,unknown,free,sunny,United States,0
204,3,1,night,monday,workday,unknown,free,sunny,Canada,135
308,200,313,morning,saturday,weekend,unknown,free,sunny,Netherlands,786
212,71,5,night,wednesday,workday,unknown,free,sunny,Russia,879
172,16,6,evening,wednesday,workday,home,free,sunny,United Kingdom,401
210,784,18,morning,tuesday,workday,unknown,free,cloudy,Ireland,452
90,67,12,evening,tuesday,workday,work,free,cloudy,United States,1003
85,1640,208,morning,saturday,weekend,unknown,free,sunny,United Kingdom,401
376,40,2,morning,saturday,weekend,home,free,cloudy,Netherlands,0
154,74,169,afternoon,monday,workday,unknown,free,cloudy,United Kingdom,392
80,59,1,morning,thursday,workday,home,free,foggy,Spain,0
187,65,282,sunset,thursday,workday,unknown,free,foggy,Peru,799
374,1815,10,afternoon,sunday,weekend,unknown,free,cloudy,India,505
262,5,65,sunset,friday,weekend,unknown,free,sunny,Mexico,712
594,122,2,evening,sunday,weekend,home,free,sunny,India,541
49,25,30,sunrise,monday,workday,home,free,sunny,Australia,0
239,5,202,noon,thursday,workday,unknown,free,cloudy,Singapore,928
102,799,11,afternoon,saturday,weekend,home,free,unknown,Czech Rep.,327
128,11,2,sunset,friday,weekend,unknown,free,foggy,Peru,802
223,105,1,evening,thursday,workday,unknown,paid,unknown,Mexico,712
38,1816,3,sunset,monday,workday,work,free,cloudy,United States,1000
212,39,1,night,saturday,weekend,unknown,free,cloudy,Russia,879
48,5,562,evening,sunday,weekend,home,free,sunny,Spain,369
38,33,3,evening,monday,workday,unknown,free,cloudy,United States,1000
25,1125,5,morning,friday,workday,unknown,free,cloudy,Poland,0
53,1817,1,evening,wednesday,workday,unknown,free,cloudy,Spain,369
45,102,8,sunset,tuesday,workday,unknown,free,cloudy,Spain,378
68,35,1,sunrise,wednesday,workday,unknown,free,sunny,Israel,454
167,21,18,noon,thursday,workday,unknown,free,foggy,Peru,799
15,39,1,sunrise,wednesday,workday,unknown,free,cloudy,Peru,799
176,1818,4,evening,monday,workday,unknown,free,unknown,unknown,0
23,21,2,sunrise,tuesday,workday,home,free,rainy,United Kingdom,0
91,335,1,morning,monday,workday,unknown,free,rainy,Colombia,0
723,274,1,evening,wednesday,workday,unknown,free,sunny,United States,1010
566,21,4,night,tuesday,workday,unknown,free,sunny,United Kingdom,0
230,1368,663,evening,monday,workday,unknown,free,cloudy,Ecuador,355
492,78,4,evening,tuesday,workday,unknown,free,cloudy,Spain,0
14,128,117,evening,friday,weekend,unknown,free,rainy,Greece,410
428,868,825,sunset,wednesday,workday,unknown,free,cloudy,France,386
6,1511,1,evening,thursday,workday,home,paid,cloudy,Spain,369
168,209,1,night,wednesday,workday,unknown,free,sunny,United States,0
10,5,69,noon,friday,workday,unknown,free,sunny,Spain,373
25,16,113,evening,tuesday,workday,unknown,free,cloudy,Poland,0
126,1120,4,noon,friday,workday,unknown,free,cloudy,United States,0
27,511,48,evening,friday,weekend,home,free,cloudy,Belgium,0
128,227,1,evening,sunday,weekend,unknown,free,foggy,Peru,802
215,551,1,morning,tuesday,workday,unknown,free,cloudy,United States,0
60,39,7,noon,sunday,weekend,home,free,rainy,Italy,0
314,561,2,morning,friday,workday,unknown,free,cloudy,United States,0
160,5,1,morning,tuesday,workday,unknown,free,cloudy,Spain,369
130,5,559,noon,sunday,weekend,unknown,free,cloudy,Lithuania,661
75,65,377,morning,friday,workday,unknown,free,cloudy,Poland,842
310,155,12,evening,friday,weekend,unknown,free,sunny,United States,1012
7,1027,53,evening,friday,weekend,unknown,free,sunny,India,514
108,16,3,afternoon,thursday,workday,home,free,stormy,Germany,333
363,33,2,afternoon,sunday,weekend,unknown,free,sunny,United Kingdom,401
304,21,1,noon,thursday,workday,unknown,free,unknown,unknown,0
56,21,63,morning,wednesday,workday,unknown,free,cloudy,Mexico,713
83,796,7,afternoon,tuesday,workday,unknown,free,cloudy,Austria,0
87,64,1,evening,sunday,weekend,unknown,free,rainy,United States,1000
358,26,1,night,tuesday,workday,unknown,free,cloudy,Germany,0
87,16,52,sunrise,monday,workday,unknown,free,cloudy,United States,1000
47,5,698,afternoon,friday,workday,unknown,free,cloudy,Peru,799
76,11,4,sunset,saturday,weekend,unknown,free,sunny,United States,1004
361,615,1,afternoon,thursday,workday,unknown,free,cloudy,Indonesia,432
177,17,1,afternoon,monday,workday,unknown,free,unknown,United Kingdom,0
231,482,1,sunset,saturday,weekend,unknown,free,sunny,Egypt,360
459,1819,6,evening,friday,weekend,unknown,free,unknown,unknown,0
110,114,4,morning,tuesday,workday,unknown,free,sunny,United States,1028
212,20,78,night,tuesday,workday,unknown,free,sunny,Russia,879
78,5,9,morning,wednesday,workday,unknown,free,cloudy,Costa Rica,321
516,323,1,morning,wednesday,workday,unknown,free,cloudy,Mexico,715
423,1820,1,evening,friday,weekend,unknown,free,sunny,Australia,30
230,29,31,morning,thursday,workday,unknown,free,sunny,Ecuador,355
99,33,60,sunset,thursday,workday,unknown,free,foggy,Peru,799
130,368,39,evening,wednesday,workday,unknown,free,cloudy,Spain,369
8,305,21,morning,monday,workday,home,free,cloudy,Canada,129
16,469,6,night,sunday,weekend,unknown,paid,cloudy,Canada,133
171,785,1,evening,monday,workday,unknown,free,cloudy,Japan,641
243,298,1,morning,tuesday,workday,unknown,free,unknown,United Kingdom,394
117,21,80,sunrise,monday,workday,unknown,free,sunny,Chile,151
408,16,7,sunset,thursday,workday,unknown,free,sunny,Italy,0
190,414,24,evening,saturday,weekend,unknown,free,cloudy,Norway,787
34,29,9,evening,monday,workday,unknown,free,rainy,United Kingdom,0
431,444,1,evening,sunday,weekend,unknown,free,rainy,Mexico,0
516,407,1,morning,friday,workday,unknown,free,cloudy,Mexico,712
240,437,17,morning,wednesday,workday,work,free,rainy,United States,1051
75,53,35,morning,sunday,weekend,home,free,sunny,Poland,842
292,342,88,noon,thursday,workday,unknown,free,unknown,unknown,0
97,9,10,sunset,friday,weekend,work,free,cloudy,Canada,135
262,635,55,morning,friday,workday,unknown,free,cloudy,Mexico,712
37,3,24,night,sunday,weekend,unknown,free,cloudy,Canada,128
10,5,18,sunrise,saturday,weekend,unknown,free,cloudy,Spain,369
358,305,52,evening,friday,weekend,unknown,free,rainy,Germany,0
66,150,75,evening,saturday,weekend,unknown,paid,rainy,United States,1022
350,363,5,night,friday,workday,unknown,free,unknown,unknown,0
280,25,1,afternoon,sunday,weekend,unknown,free,sunny,United States,0
41,1821,1,evening,sunday,weekend,unknown,free,cloudy,Mexico,0
86,322,3,evening,sunday,weekend,unknown,free,foggy,United Kingdom,401
326,155,9,afternoon,saturday,weekend,unknown,free,rainy,France,386
215,697,37,afternoon,wednesday,workday,unknown,paid,foggy,United States,0
74,16,3,evening,saturday,weekend,work,free,cloudy,Canada,134
257,301,162,night,thursday,workday,unknown,free,sunny,United States,0
97,374,2,morning,sunday,weekend,unknown,free,sunny,Canada,135
465,1822,1,evening,tuesday,workday,unknown,free,sunny,Australia,25
52,16,1,night,saturday,weekend,unknown,free,unknown,United Kingdom,390
488,176,7,afternoon,wednesday,workday,unknown,free,cloudy,Argentina,0
184,21,1,afternoon,friday,workday,home,free,foggy,United States,1028
167,17,17,evening,thursday,workday,unknown,free,cloudy,Peru,799
38,1823,3,evening,monday,workday,unknown,free,cloudy,Mexico,0
90,67,273,evening,saturday,weekend,unknown,free,sunny,United States,998
27,689,242,sunset,saturday,weekend,home,free,cloudy,Belgium,0
63,1671,1,afternoon,friday,workday,unknown,free,cloudy,Hong Kong,251
144,33,221,morning,saturday,weekend,unknown,free,sunny,United States,1004
155,89,5,morning,tuesday,workday,home,free,cloudy,Spain,369
89,45,15,morning,saturday,weekend,unknown,free,cloudy,Canada,136
108,321,28,morning,sunday,weekend,home,free,cloudy,Germany,333
257,88,19,afternoon,thursday,workday,unknown,free,sunny,United States,0
45,207,1,evening,monday,workday,unknown,free,sunny,Spain,378
265,17,4,morning,saturday,weekend,unknown,free,cloudy,Poland,0
262,65,1879,evening,thursday,workday,unknown,free,cloudy,Mexico,712
709,127,6,night,sunday,weekend,unknown,paid,cloudy,Australia,31
148,692,104,noon,thursday,workday,unknown,free,unknown,unknown,0
195,25,22,evening,thursday,workday,unknown,free,unknown,Korea,649
12,124,110,noon,sunday,weekend,home,free,foggy,United States,0
203,11,3,night,monday,workday,unknown,free,cloudy,Brazil,93
382,65,13,evening,thursday,workday,unknown,free,cloudy,Canada,133
159,315,1,afternoon,sunday,weekend,unknown,free,foggy,Peru,799
310,197,1,noon,friday,workday,unknown,free,sunny,United States,1012
225,229,1,evening,wednesday,workday,unknown,free,cloudy,United States,1021
195,1824,186,morning,friday,workday,unknown,free,cloudy,Korea,649
540,229,6,evening,thursday,workday,home,free,sunny,United States,0
272,264,1,evening,saturday,weekend,unknown,free,stormy,United States,1012
42,293,1,morning,saturday,weekend,unknown,free,sunny,Spain,369
685,21,10,sunrise,wednesday,workday,unknown,free,sunny,Mexico,0
2,11,1,evening,friday,weekend,home,free,unknown,Spain,369
359,80,353,evening,monday,workday,unknown,free,cloudy,Peru,799
239,16,1112,evening,wednesday,workday,unknown,free,cloudy,Singapore,928
73,38,3,noon,tuesday,workday,unknown,paid,unknown,unknown,0
10,3,6,noon,friday,workday,unknown,free,cloudy,Spain,373
34,16,6,sunrise,friday,workday,unknown,free,rainy,United Kingdom,0
107,21,90,sunset,friday,weekend,unknown,free,cloudy,United States,0
108,42,1,night,monday,workday,unknown,free,cloudy,Germany,0
163,16,13,night,friday,workday,unknown,free,cloudy,Spain,369
101,16,9,sunset,thursday,workday,unknown,free,sunny,United States,1002
294,338,16,afternoon,monday,workday,home,free,rainy,United States,0
188,780,1,afternoon,wednesday,workday,unknown,free,sunny,United States,1048
278,16,20,night,friday,workday,home,free,cloudy,Spain,0
547,44,1,afternoon,tuesday,workday,unknown,free,unknown,unknown,0
61,5,16,sunrise,wednesday,workday,unknown,free,unknown,unknown,0
321,21,1,morning,wednesday,workday,unknown,free,sunny,Spain,369
38,376,6,morning,saturday,weekend,work,free,cloudy,United States,1000
48,34,8,night,sunday,weekend,unknown,free,cloudy,Spain,369
10,1290,3,noon,wednesday,workday,unknown,free,sunny,Spain,373
110,40,6,night,sunday,weekend,unknown,free,rainy,United States,0
330,1409,37,sunset,thursday,workday,unknown,free,unknown,unknown,0
39,26,233,morning,wednesday,workday,home,free,foggy,United States,1031
37,21,5,evening,monday,workday,home,free,cloudy,Canada,128
184,21,4,afternoon,tuesday,workday,unknown,free,sunny,United States,1028
231,967,1,sunset,saturday,weekend,unknown,free,sunny,Egypt,360
265,374,2,noon,tuesday,workday,unknown,free,cloudy,Poland,0
363,16,12,morning,saturday,weekend,unknown,free,stormy,United Kingdom,0
78,56,44,evening,tuesday,workday,unknown,free,sunny,Costa Rica,321
43,94,30,morning,sunday,weekend,unknown,free,cloudy,United States,0
60,39,8,morning,sunday,weekend,home,free,rainy,Italy,0
219,319,1,sunset,sunday,weekend,unknown,free,cloudy,United States,0
108,173,1,evening,tuesday,workday,home,paid,cloudy,Germany,333
444,264,6,evening,saturday,weekend,unknown,free,unknown,unknown,0
34,11,2,sunset,sunday,weekend,unknown,free,foggy,United Kingdom,0
95,71,1,evening,saturday,weekend,unknown,free,unknown,Iraq,570
235,379,1,sunrise,saturday,weekend,unknown,free,cloudy,Germany,346
245,21,12,noon,tuesday,workday,unknown,free,cloudy,United States,0
317,272,1,evening,saturday,weekend,unknown,free,cloudy,Spain,369
248,21,128,morning,saturday,weekend,unknown,free,cloudy,Peru,799
172,35,23,evening,monday,workday,home,free,sunny,United Kingdom,401
96,1790,1,sunset,wednesday,workday,unknown,free,drizzle,Canada,0
170,40,1,evening,sunday,weekend,work,free,unknown,United Kingdom,0
313,311,1,sunrise,friday,workday,unknown,free,cloudy,Netherlands,0
365,209,5,noon,thursday,workday,unknown,free,sunny,Spain,369
29,21,4,afternoon,saturday,weekend,unknown,free,sunny,Palestine,0
148,5,70,morning,friday,workday,unknown,free,unknown,unknown,0
100,227,1,evening,sunday,weekend,unknown,free,cloudy,Russia,886
130,37,1,afternoon,thursday,workday,unknown,free,cloudy,Spain,369
166,829,5,morning,wednesday,workday,unknown,free,unknown,United States,0
634,1825,1,afternoon,wednesday,workday,unknown,free,unknown,unknown,0
18,3,3,afternoon,sunday,weekend,unknown,free,sunny,United States,0
87,254,2,noon,saturday,weekend,unknown,free,sunny,United States,1028
90,21,27,evening,sunday,weekend,home,free,cloudy,United States,1003
296,58,4,evening,monday,workday,home,free,sunny,Canada,132
206,110,4,morning,monday,workday,unknown,free,cloudy,Netherlands,786
383,16,3,evening,monday,workday,unknown,free,sunny,Chile,0
194,103,6,morning,sunday,weekend,unknown,free,stormy,New Zealand,789
250,5,16,afternoon,friday,workday,unknown,free,unknown,unknown,0
248,351,32,evening,friday,weekend,unknown,free,foggy,Peru,799
167,25,30,noon,thursday,workday,unknown,free,foggy,Peru,799
272,1392,40,sunset,friday,weekend,unknown,free,cloudy,United States,0
170,21,13,afternoon,friday,workday,work,free,unknown,United Kingdom,0
120,908,2,evening,tuesday,workday,unknown,free,sunny,United States,0
195,25,74,evening,thursday,workday,unknown,free,stormy,Korea,649
56,263,6,afternoon,sunday,weekend,unknown,free,cloudy,Mexico,724
212,16,563,morning,saturday,weekend,unknown,free,sunny,Russia,879
45,21,72,evening,saturday,weekend,unknown,free,cloudy,Spain,0
37,25,81,afternoon,sunday,weekend,unknown,free,sunny,Canada,128
69,74,20,noon,friday,workday,unknown,free,cloudy,Canada,0
106,80,176,sunset,friday,weekend,unknown,free,cloudy,Taiwan,970
2,844,26,evening,saturday,weekend,home,free,cloudy,Spain,369
516,31,1,morning,friday,workday,unknown,free,cloudy,Mexico,712
125,3,3,morning,wednesday,workday,unknown,free,cloudy,United Kingdom,401
51,21,35,afternoon,monday,workday,unknown,free,cloudy,Spain,369
90,67,2,sunset,monday,workday,unknown,free,foggy,United States,998
83,819,40,noon,sunday,weekend,unknown,free,snowy,Slovenia,0
219,159,1,night,monday,workday,unknown,free,snowy,United States,0
110,722,32,morning,thursday,workday,unknown,free,rainy,United States,1028
80,59,2,morning,tuesday,workday,work,free,foggy,Spain,0
307,266,1,evening,monday,workday,unknown,free,cloudy,Mexico,718
133,16,24,morning,monday,workday,unknown,free,cloudy,United States,0
3,280,7,morning,saturday,weekend,unknown,free,sunny,United States,1028
234,92,16,evening,friday,weekend,unknown,free,cloudy,United States,0
541,237,1,morning,monday,workday,unknown,free,cloudy,Spain,379
4,102,1,noon,tuesday,workday,unknown,free,stormy,Switzerland,147
496,402,27,evening,friday,weekend,home,free,sunny,Italy,0
87,16,11,night,friday,workday,unknown,free,cloudy,United States,1028
99,21,252,night,wednesday,workday,unknown,free,cloudy,Peru,799
134,99,13,night,tuesday,workday,home,free,sunny,United States,0
276,21,5,afternoon,tuesday,workday,unknown,free,sunny,United Kingdom,401
358,26,14,evening,saturday,weekend,unknown,free,sunny,Germany,0
8,1336,2,morning,wednesday,workday,home,free,foggy,Canada,129
2,21,17,morning,monday,workday,unknown,free,cloudy,Spain,369
40,5,3,afternoon,friday,workday,home,free,unknown,Spain,374
167,16,3,noon,friday,workday,unknown,free,foggy,Peru,799
467,1439,12,night,monday,workday,home,paid,cloudy,United States,1023
511,1826,1,night,saturday,weekend,unknown,free,sunny,United States,996
359,33,6,sunrise,thursday,workday,unknown,free,foggy,Peru,799
61,242,212,sunrise,friday,workday,unknown,free,unknown,unknown,0
383,79,1,evening,monday,workday,unknown,free,sunny,Chile,0
724,1827,2,night,thursday,workday,unknown,free,unknown,unknown,0
245,889,10,evening,saturday,weekend,unknown,free,cloudy,United States,0
9,16,10,morning,thursday,workday,unknown,free,unknown,unknown,0
63,16,54,sunset,friday,weekend,unknown,free,cloudy,Hong Kong,251
171,266,1,evening,monday,workday,unknown,free,cloudy,Japan,641
447,1040,23,evening,saturday,weekend,unknown,free,unknown,unknown,0
250,5,9,afternoon,tuesday,workday,unknown,free,unknown,unknown,0
389,587,3010,night,wednesday,workday,home,free,sunny,United States,0
219,1412,42,morning,monday,workday,unknown,free,cloudy,United States,0
52,262,56,afternoon,monday,workday,unknown,free,cloudy,United Kingdom,390
524,1710,1,sunrise,thursday,workday,unknown,free,sunny,United States,1030
8,21,5,evening,sunday,weekend,unknown,free,sunny,Canada,0
4,115,20,evening,friday,weekend,unknown,free,stormy,Switzerland,147
56,287,91,morning,saturday,weekend,unknown,free,cloudy,Mexico,0
405,1232,1,evening,monday,workday,unknown,free,cloudy,United States,1002
16,15,526,morning,wednesday,workday,home,paid,cloudy,Canada,133
439,1188,1,night,sunday,weekend,unknown,free,cloudy,United States,1020
304,5,3,morning,tuesday,workday,unknown,free,unknown,unknown,0
273,17,40,morning,monday,workday,unknown,free,foggy,United States,0
190,430,7,morning,saturday,weekend,unknown,free,cloudy,Norway,0
219,826,1,night,monday,workday,unknown,paid,cloudy,United States,0
40,5,6,evening,tuesday,workday,home,free,cloudy,Spain,374
74,110,3,sunrise,saturday,weekend,work,free,stormy,Canada,134
89,25,28,night,wednesday,workday,home,free,cloudy,Canada,136
347,1522,1,evening,sunday,weekend,unknown,free,cloudy,Peru,799
90,21,3,sunset,thursday,workday,unknown,free,cloudy,United States,998
29,21,4,morning,wednesday,workday,unknown,free,rainy,Israel,454
108,11,69,evening,friday,weekend,unknown,free,stormy,Germany,340
83,44,3,evening,monday,workday,unknown,free,cloudy,Austria,0
348,16,82,afternoon,thursday,workday,work,free,sunny,Egypt,360
201,5,27,night,monday,workday,unknown,free,cloudy,Spain,369
108,321,11,afternoon,monday,workday,home,free,cloudy,Germany,333
310,539,1,noon,friday,workday,unknown,free,sunny,United States,1012
188,1327,6,sunrise,thursday,workday,unknown,free,cloudy,United States,0
184,3,6,afternoon,friday,workday,unknown,free,unknown,United States,1028
378,233,1,night,friday,workday,unknown,free,sunny,United States,0
138,1486,93,afternoon,tuesday,workday,unknown,free,sunny,Mexico,724
174,114,10,noon,sunday,weekend,unknown,free,cloudy,Israel,454
52,40,13,morning,sunday,weekend,home,free,sunny,United Kingdom,390
41,323,1,evening,sunday,weekend,unknown,free,cloudy,Mexico,0
71,26,7,evening,wednesday,workday,home,free,cloudy,United States,1022
108,9,1,morning,sunday,weekend,home,free,unknown,Germany,333
153,230,1,sunrise,tuesday,workday,unknown,free,unknown,Mexico,694
35,170,4,night,friday,workday,unknown,paid,cloudy,United States,0
495,44,17,morning,saturday,weekend,unknown,free,cloudy,Australia,31
180,5,2563,afternoon,wednesday,workday,unknown,free,cloudy,Spain,369
48,1828,13,morning,sunday,weekend,home,free,cloudy,Spain,369
182,955,21,evening,wednesday,workday,unknown,free,unknown,unknown,0
374,1616,2,evening,wednesday,workday,unknown,free,cloudy,India,505
7,1617,114,evening,wednesday,workday,unknown,free,cloudy,India,514
377,1527,1,afternoon,sunday,weekend,unknown,free,foggy,Peru,799
166,136,18,morning,thursday,workday,home,free,unknown,United States,0
23,237,26,night,friday,workday,unknown,free,cloudy,United Kingdom,0
32,5,4,evening,saturday,weekend,unknown,free,sunny,Spain,0
238,290,13,night,thursday,workday,unknown,free,unknown,unknown,0
25,536,1,evening,tuesday,workday,unknown,free,sunny,Poland,0
324,16,10,evening,monday,workday,unknown,free,cloudy,United Kingdom,0
97,716,24,morning,tuesday,workday,work,free,sunny,Canada,135
60,39,4,afternoon,saturday,weekend,home,free,unknown,Italy,0
629,477,1,morning,sunday,weekend,unknown,free,cloudy,United States,1024
120,894,1,night,sunday,weekend,unknown,free,sunny,United States,0
85,1216,1,morning,saturday,weekend,unknown,free,sunny,United Kingdom,401
65,89,7,evening,thursday,workday,unknown,free,cloudy,Denmark,0
448,1829,1,afternoon,friday,workday,unknown,free,unknown,Mexico,713
242,16,7,evening,friday,weekend,unknown,free,cloudy,Australia,25
237,33,4,noon,thursday,workday,unknown,free,rainy,United Kingdom,401
422,1288,8,night,monday,workday,unknown,free,sunny,Saudi Arabia,917
348,16,239,noon,wednesday,workday,work,free,sunny,Egypt,360
22,1830,60,afternoon,sunday,weekend,unknown,paid,cloudy,United Kingdom,401
2,9,13,afternoon,sunday,weekend,home,free,cloudy,Spain,369
63,1671,1,afternoon,friday,workday,home,free,cloudy,Hong Kong,251
122,102,3,morning,wednesday,workday,unknown,free,sunny,Spain,373
420,16,13,evening,wednesday,workday,unknown,free,cloudy,Spain,0
164,3,52,sunset,tuesday,workday,unknown,free,unknown,unknown,0
18,21,1,sunset,tuesday,workday,unknown,free,cloudy,United States,0
296,0,1,morning,thursday,workday,home,free,cloudy,Canada,132
97,21,51,sunrise,tuesday,workday,home,free,cloudy,Canada,135
143,21,13,noon,thursday,workday,home,free,cloudy,Lithuania,661
644,9,1,afternoon,friday,workday,unknown,free,sunny,United States,1038
43,57,3,morning,saturday,weekend,unknown,free,cloudy,United States,1013
723,215,2,morning,saturday,weekend,unknown,free,cloudy,United States,1010
204,8,1,night,monday,workday,unknown,free,sunny,Canada,135
583,25,7,noon,sunday,weekend,unknown,free,unknown,unknown,0
145,29,3,sunset,friday,weekend,unknown,free,cloudy,United Kingdom,400
195,1158,1,evening,friday,weekend,unknown,free,unknown,Korea,649
184,16,84,afternoon,friday,workday,home,free,sunny,United States,1028
452,16,4,noon,monday,workday,unknown,free,sunny,Chile,151
7,656,42,sunrise,sunday,weekend,unknown,free,sunny,India,514
5,5,34,afternoon,sunday,weekend,home,free,sunny,Spain,369
378,527,10,sunrise,sunday,weekend,unknown,free,sunny,United States,0
116,178,7,noon,friday,workday,unknown,free,unknown,unknown,0
30,26,12,sunrise,wednesday,workday,unknown,free,sunny,United States,0
295,436,1,evening,friday,weekend,unknown,free,cloudy,United States,1039
174,200,16,afternoon,tuesday,workday,unknown,free,sunny,Israel,454
166,1192,22,sunset,wednesday,workday,home,free,cloudy,United States,0
644,21,23,morning,sunday,weekend,unknown,free,cloudy,United States,0
186,255,2,sunset,wednesday,workday,unknown,free,unknown,Spain,369
570,100,1,noon,saturday,weekend,unknown,free,cloudy,United Kingdom,0
92,1017,19,evening,wednesday,workday,home,free,cloudy,United States,0
153,33,52,noon,thursday,workday,unknown,free,sunny,Mexico,728
196,163,26,evening,saturday,weekend,unknown,free,cloudy,Russia,0
52,262,20,evening,sunday,weekend,unknown,free,sunny,United Kingdom,393
172,107,2,evening,wednesday,workday,home,free,sunny,United Kingdom,401
106,59,7,sunset,thursday,workday,home,free,rainy,Taiwan,964
194,99,16,afternoon,monday,workday,unknown,free,rainy,New Zealand,789
41,16,31,afternoon,thursday,workday,unknown,free,cloudy,Mexico,0
358,26,580,afternoon,thursday,workday,unknown,free,cloudy,Germany,0
278,21,1,evening,thursday,workday,home,free,cloudy,Spain,0
117,16,69,noon,wednesday,workday,unknown,free,sunny,Chile,151
99,5,87,morning,wednesday,workday,unknown,free,foggy,Peru,799
114,1669,1,evening,sunday,weekend,home,free,cloudy,United States,0
157,492,20,noon,saturday,weekend,unknown,free,sunny,Japan,641
241,1090,5,afternoon,tuesday,workday,unknown,free,cloudy,Venezuela,0
4,187,18,evening,thursday,workday,work,free,stormy,Switzerland,147
102,33,2,night,friday,workday,home,free,cloudy,Czech Rep.,327
6,1511,9,sunrise,saturday,weekend,unknown,paid,cloudy,Spain,369
272,526,4,evening,tuesday,workday,unknown,free,cloudy,United States,0
194,21,7,afternoon,friday,workday,work,free,cloudy,New Zealand,789
26,5,1,noon,friday,workday,work,free,unknown,Israel,0
195,972,1,night,saturday,weekend,unknown,free,rainy,Korea,649
48,38,26,morning,friday,workday,work,paid,cloudy,Spain,369
445,21,2,noon,friday,workday,unknown,free,rainy,Denmark,349
106,21,65,evening,friday,weekend,home,free,cloudy,Taiwan,964
262,16,112,evening,friday,weekend,unknown,free,cloudy,Mexico,712
45,80,7,evening,friday,weekend,unknown,free,cloudy,Spain,378
91,5,7,morning,thursday,workday,unknown,free,drizzle,Colombia,0
183,17,20,sunset,tuesday,workday,unknown,free,rainy,United States,0
42,615,1,noon,saturday,weekend,unknown,free,sunny,Spain,0
180,5,35,evening,sunday,weekend,unknown,free,cloudy,Spain,369
32,21,16,sunrise,thursday,workday,unknown,free,cloudy,Spain,373
29,815,9,afternoon,thursday,workday,unknown,free,unknown,Palestine,0
12,1831,2016,sunset,thursday,workday,unknown,free,sunny,United States,0
32,17,48,afternoon,sunday,weekend,home,free,cloudy,Spain,373
630,1055,1,afternoon,thursday,workday,home,free,cloudy,United States,0
86,102,12,afternoon,tuesday,workday,unknown,free,stormy,United Kingdom,401
359,227,1,afternoon,sunday,weekend,unknown,free,foggy,Peru,799
87,25,72,sunrise,saturday,weekend,unknown,free,cloudy,United States,1000
126,16,340,afternoon,saturday,weekend,unknown,free,sunny,United States,0
98,16,48,morning,wednesday,workday,unknown,free,foggy,Peru,799
161,698,1,morning,friday,workday,unknown,free,cloudy,Spain,369
279,89,1,afternoon,friday,workday,unknown,free,cloudy,Spain,0
125,21,2,noon,tuesday,workday,work,free,cloudy,United Kingdom,401
43,308,8,evening,wednesday,workday,unknown,free,sunny,United States,0
271,15,6,noon,wednesday,workday,unknown,paid,cloudy,United States,0
43,17,2,evening,tuesday,workday,unknown,free,cloudy,United States,0
359,21,224,evening,sunday,weekend,unknown,free,foggy,Peru,799
12,44,10,evening,friday,weekend,home,free,cloudy,United States,0
7,242,16,evening,tuesday,workday,unknown,free,sunny,India,514
13,11,1,noon,friday,workday,unknown,free,unknown,United Kingdom,0
166,136,241,noon,wednesday,workday,unknown,free,sunny,United States,0
218,25,2,morning,thursday,workday,unknown,free,cloudy,Malaysia,743
194,45,2,night,friday,workday,home,free,cloudy,New Zealand,789
223,1714,1,night,thursday,workday,unknown,paid,cloudy,Mexico,712
31,9,1,morning,friday,workday,home,free,cloudy,Spain,369
44,755,1,afternoon,friday,workday,unknown,free,cloudy,Spain,0
513,21,6,night,thursday,workday,unknown,free,sunny,United States,993
230,5,236,night,wednesday,workday,unknown,free,sunny,Ecuador,355
143,21,4,noon,monday,workday,unknown,free,unknown,Lithuania,661
106,59,79,sunset,sunday,weekend,unknown,free,rainy,Taiwan,970
725,25,6,afternoon,saturday,weekend,unknown,free,rainy,Germany,0
68,21,7,noon,monday,workday,work,free,sunny,Israel,454
54,42,156,morning,tuesday,workday,unknown,free,cloudy,Germany,331
120,1244,1,night,sunday,weekend,unknown,free,rainy,United States,0
348,16,55,night,thursday,workday,work,free,sunny,Egypt,360
22,25,60,morning,monday,workday,unknown,free,cloudy,United Kingdom,401
75,381,16,afternoon,sunday,weekend,home,free,cloudy,Poland,842
277,1832,2,evening,tuesday,workday,unknown,free,sunny,Israel,454
39,40,9,afternoon,thursday,workday,work,free,rainy,United States,1031
34,11,3,afternoon,thursday,workday,unknown,free,rainy,United Kingdom,0
150,499,12,sunrise,wednesday,workday,unknown,free,foggy,Canada,0
80,21,20,afternoon,saturday,weekend,unknown,free,stormy,Spain,379
51,21,7,sunset,tuesday,workday,unknown,free,cloudy,Spain,369
57,66,3,night,tuesday,workday,home,free,cloudy,United States,0
105,21,1,afternoon,tuesday,workday,unknown,free,cloudy,United States,1003
409,1833,16,evening,monday,workday,unknown,free,sunny,Israel,454
239,5,34,noon,monday,workday,unknown,free,cloudy,Singapore,928
177,17,2,noon,saturday,weekend,unknown,free,unknown,United Kingdom,0
284,1834,2,sunrise,tuesday,workday,home,free,sunny,United Kingdom,401
80,59,62,evening,monday,workday,unknown,free,cloudy,Spain,0
495,44,6,night,saturday,weekend,unknown,free,cloudy,Australia,31
